dtxsid,aeid,hitc_clean,active
DTXSID3021485,2387,3.871700189542434e-11,0.0
DTXSID3021516,2387,0.0,0.0
DTXSID3021518,2387,0.0,0.0
DTXSID3021641,2387,0.0,0.0
DTXSID3021643,2387,0.0,0.0
DTXSID3021645,2387,0.0,0.0
DTXSID3021726,2387,0.0,0.0
DTXSID3021770,2387,0.33434148101742134,0.0
DTXSID3021774,2387,0.0,0.0
DTXSID3021807,2387,0.0,0.0
DTXSID3021853,2387,0.0,0.0
DTXSID3021932,2387,5.0095647754927505e-06,0.0
DTXSID3021936,2387,5.397164062187082e-15,0.0
DTXSID3021980,2387,0.0011466406889502135,0.0
DTXSID3021984,2387,0.9812298241463264,1.0
DTXSID3021986,2387,3.6185809747428153e-16,0.0
DTXSID3022162,2387,,
DTXSID3022247,2387,0.9998092502318799,1.0
DTXSID3022320,2387,5.257426961692497e-08,0.0
DTXSID3022370,2387,0.9999999999990165,1.0
DTXSID3022405,2387,,
DTXSID3022409,2387,0.0,0.0
DTXSID3022455,2387,0.0,0.0
DTXSID3022536,2387,0.9999999912041674,1.0
DTXSID3022588,2387,,
DTXSID3023556,2387,3.328706987209657e-07,0.0
DTXSID3023764,2387,0.0,0.0
DTXSID3023845,2387,0.0,0.0
DTXSID3023897,2387,4.841795669234807e-18,0.0
DTXSID3023899,2387,,
DTXSID3024102,2387,1.124489010930954e-11,0.0
DTXSID3024104,2387,2.8200708484873617e-09,0.0
DTXSID3024152,2387,,
DTXSID3024154,2387,0.0,0.0
DTXSID3024235,2387,0.7071281674092396,0.0
DTXSID3024239,2387,0.0,0.0
DTXSID3024287,2387,0.0,0.0
DTXSID3024289,2387,0.0,0.0
DTXSID3024316,2387,3.2077990032329544e-11,0.0
DTXSID3024364,2387,9.518683584207648e-13,0.0
DTXSID3024368,2387,0.0,0.0
DTXSID3024528,2387,0.0,0.0
DTXSID3024657,2387,0.0,0.0
DTXSID3024869,2387,,
DTXSID3024940,2387,,
DTXSID3024944,2387,0.99996341936947,1.0
DTXSID3024994,2387,0.0,0.0
DTXSID3025049,2387,0.0,0.0
DTXSID3025091,2387,,
DTXSID3025122,2387,0.001729966711566288,0.0
DTXSID3025178,2387,0.0,0.0
DTXSID3025253,2387,0.0,0.0
DTXSID3025469,2387,0.019985782398696344,0.0
DTXSID3025881,2387,,
DTXSID3026065,2387,0.0,0.0
DTXSID3026223,2387,0.0,0.0
DTXSID3026302,2387,,
DTXSID3026514,2387,0.0,0.0
DTXSID3026564,2387,0.19761285067943182,0.0
DTXSID3026566,2387,0.0,0.0
DTXSID3026641,2387,0.0,0.0
DTXSID3026645,2387,7.247781093332399e-10,0.0
DTXSID3026647,2387,0.0,0.0
DTXSID3026691,2387,0.0,0.0
DTXSID3026697,2387,0.0,0.0
DTXSID3026726,2387,0.0,0.0
DTXSID3026728,2387,5.3422758754009646e-05,0.0
DTXSID3027320,2387,6.4722078037204406e-06,0.0
DTXSID3027403,2387,0.999997589037219,1.0
DTXSID3027746,2387,0.0,0.0
DTXSID3027875,2387,2.0444417489921966e-05,0.0
DTXSID3027877,2387,0.999429856416925,1.0
DTXSID3029154,2387,0.0,0.0
DTXSID3029289,2387,0.0,0.0
DTXSID3029572,2387,0.08476753487163138,0.0
DTXSID3029653,2387,0.0,0.0
DTXSID3030636,2387,0.9958677446493032,1.0
DTXSID3031860,2387,0.0,0.0
DTXSID3031862,2387,3.0883660563142603e-11,0.0
DTXSID3031864,2387,0.0,0.0
DTXSID3032337,2387,0.010489276549481931,0.0
DTXSID3032389,2387,0.001036453881907156,0.0
DTXSID3032412,2387,0.0,0.0
DTXSID3032416,2387,0.0,0.0
DTXSID3032464,2387,0.0,0.0
DTXSID3032547,2387,2.3434249237992877e-10,0.0
DTXSID3032549,2387,2.332024696239215e-15,0.0
DTXSID3032591,2387,,
DTXSID3032620,2387,4.518783845817798e-08,0.0
DTXSID3032626,2387,0.9992693402076218,1.0
DTXSID3032628,2387,0.0,0.0
DTXSID3032670,2387,3.9931933252445136e-16,0.0
DTXSID3034113,2387,1.0,1.0
DTXSID3034165,2387,0.9999626322609326,1.0
DTXSID3034402,2387,0.0,0.0
DTXSID3034456,2387,7.115979478507388e-14,0.0
DTXSID3034458,2387,1.1910117247847691e-13,0.0
DTXSID3034531,2387,0.0003770316418302319,0.0
DTXSID3034583,2387,0.016579276767524125,0.0
DTXSID3034612,2387,0.0030476852644791903,0.0
DTXSID3034614,2387,5.134695754219699e-07,0.0
DTXSID3034618,2387,0.0004884668096823269,0.0
DTXSID3034664,2387,0.0,0.0
DTXSID3034799,2387,9.471546422777664e-12,0.0
DTXSID3034872,2387,0.0,0.0
DTXSID3035214,2387,0.0,0.0
DTXSID3035341,2387,0.0,0.0
DTXSID3036105,2387,,
DTXSID3036286,2387,0.0,0.0
DTXSID3036288,2387,2.233069769722163e-12,0.0
DTXSID3036496,2387,0.9999999999999556,1.0
DTXSID3037094,2387,0.9912347483380589,1.0
DTXSID3037208,2387,0.007035522337791101,0.0
DTXSID3037541,2387,3.390587114605594e-06,0.0
DTXSID3037707,2387,0.0,0.0
DTXSID3037709,2387,0.0,0.0
DTXSID3038696,2387,,
DTXSID3038808,2387,7.129039924743797e-07,0.0
DTXSID3038939,2387,0.9999998166228736,1.0
DTXSID3040352,2387,0.0,0.0
DTXSID3040722,2387,0.9935953315069166,1.0
DTXSID3040776,2387,0.0,0.0
DTXSID3041035,2387,0.0,0.0
DTXSID3041247,2387,0.0,0.0
DTXSID3041293,2387,1.18156423489985e-05,0.0
DTXSID3041299,2387,,
DTXSID3041376,2387,0.0,0.0
DTXSID3041409,2387,7.406193908097463e-10,0.0
DTXSID3041530,2387,0.0,0.0
DTXSID3041611,2387,8.959003519582812e-06,0.0
DTXSID3041661,2387,5.831910356666763e-06,0.0
DTXSID3041663,2387,3.0839634571627735e-05,0.0
DTXSID3041790,2387,4.101105548047721e-11,0.0
DTXSID3041794,2387,,
DTXSID3041877,2387,0.0,0.0
DTXSID3041954,2387,0.0,0.0
DTXSID3042007,2387,0.0010911361586390565,0.0
DTXSID3042059,2387,5.141817863821726e-09,0.0
DTXSID3042130,2387,0.3876873152559273,0.0
DTXSID3042219,2387,0.0,0.0
DTXSID3042390,2387,0.005340597667788727,0.0
DTXSID3042394,2387,0.0,0.0
DTXSID3042423,2387,0.0,0.0
DTXSID3044203,2387,0.0,0.0
DTXSID3044833,2387,4.580074602104593e-10,0.0
DTXSID3047138,2387,0.0,0.0
DTXSID3047180,2387,0.0,0.0
DTXSID3047261,2387,0.0,0.0
DTXSID3047263,2387,0.0019779243025510465,0.0
DTXSID3047265,2387,,
DTXSID3047267,2387,0.0,0.0
DTXSID3047342,2387,0.9996499689817226,1.0
DTXSID3047344,2387,3.2048084935108495e-10,0.0
DTXSID3047346,2387,0.0,0.0
DTXSID3047348,2387,0.9997494535522463,1.0
DTXSID3047394,2387,0.012677066669148777,0.0
DTXSID3047425,2387,0.9992491891972112,1.0
DTXSID3047429,2387,0.0,0.0
DTXSID3047473,2387,0.0,0.0
DTXSID3047477,2387,1.0,1.0
DTXSID3047558,2387,0.0,0.0
DTXSID3047633,2387,1.6822555846581728e-06,0.0
DTXSID3047712,2387,0.0,0.0
DTXSID3048520,2387,1.225953263762557e-10,0.0
DTXSID3048522,2387,0.05569796453458801,0.0
DTXSID30865801,2387,0.0,0.0
DTXSID4020119,2387,,
DTXSID4020161,2387,0.0,0.0
DTXSID4020240,2387,,
DTXSID4020242,2387,0.9995311902502517,1.0
DTXSID4020248,2387,2.4464317810485663e-06,0.0
DTXSID4020290,2387,,
DTXSID4020292,2387,5.316883760756367e-10,0.0
DTXSID4020371,2387,3.6048116698072995e-11,0.0
DTXSID4020373,2387,2.721578382644478e-16,0.0
DTXSID4020375,2387,1.1727401878069728e-08,0.0
DTXSID4020379,2387,1.3724201444447217e-12,0.0
DTXSID4020402,2387,0.0,0.0
DTXSID4020450,2387,0.45023527182984663,0.0
DTXSID4020458,2387,0.0,0.0
DTXSID4020537,2387,0.0,0.0
DTXSID4020616,2387,,
DTXSID4020618,2387,0.0,0.0
DTXSID4020664,2387,0.0,0.0
DTXSID4020666,2387,0.04646422002904764,0.0
DTXSID4020791,2387,0.0,0.0
DTXSID4020820,2387,0.6340430114610669,0.0
DTXSID4020822,2387,0.0,0.0
DTXSID4020828,2387,,
DTXSID4020870,2387,0.9813738139151872,1.0
DTXSID4020959,2387,0.0,0.0
DTXSID4021006,2387,0.0,0.0
DTXSID4021056,2387,0.0,0.0
DTXSID4021135,2387,0.00827694046284802,0.0
DTXSID4021137,2387,0.0,0.0
DTXSID4021185,2387,4.1392007723794167e-10,0.0
DTXSID4021218,2387,,
DTXSID4021268,2387,0.012424772373181134,0.0
DTXSID4021391,2387,9.425590011321434e-05,0.0
DTXSID4021393,2387,0.0,0.0
DTXSID4021395,2387,0.0,0.0
DTXSID4021426,2387,3.946843416152146e-14,0.0
DTXSID4021553,2387,0.0,0.0
DTXSID4021717,2387,0.00042609739183231124,0.0
DTXSID4021842,2387,0.0,0.0
DTXSID4021848,2387,0.0,0.0
DTXSID4021892,2387,2.0304377455466903e-08,0.0
DTXSID4021894,2387,2.8505945712773467e-08,0.0
DTXSID4021921,2387,2.724312305426707e-06,0.0
DTXSID4021975,2387,0.8193172389421156,0.0
DTXSID4021977,2387,0.0,0.0
DTXSID4022020,2387,0.0,0.0
DTXSID4022109,2387,2.27834291697833e-14,0.0
DTXSID4022153,2387,0.9988665963204011,1.0
DTXSID4022288,2387,0.999969985572276,1.0
DTXSID4022313,2387,9.965183723771756e-12,0.0
DTXSID4022361,2387,1.2671467550795136e-07,0.0
DTXSID4022367,2387,0.0,0.0
DTXSID4022369,2387,0.0004749347859316708,0.0
DTXSID4022442,2387,0.9999657529522251,1.0
DTXSID4022446,2387,6.225535902027765e-05,0.0
DTXSID4022448,2387,0.0,0.0
DTXSID4022521,2387,0.0,0.0
DTXSID4022523,2387,0.9546363586240433,1.0
DTXSID4022525,2387,0.9999653858355426,1.0
DTXSID4022527,2387,1.9328870245104186e-10,0.0
DTXSID4022529,2387,0.0,0.0
DTXSID4022731,2387,,
DTXSID4022991,2387,0.0,0.0
DTXSID4023202,2387,0.0,0.0
DTXSID4023412,2387,6.81032903439855e-14,0.0
DTXSID4023541,2387,0.0,0.0
DTXSID4024018,2387,0.0,0.0
DTXSID4024062,2387,0.0,0.0
DTXSID4024066,2387,1.7024917885567826e-10,0.0
DTXSID4024143,2387,1.9247329832437836e-06,0.0
DTXSID4024145,2387,2.7485716103507387e-11,0.0
DTXSID4024193,2387,0.00031349610658236915,0.0
DTXSID4024195,2387,4.477486840377417e-14,0.0
DTXSID4024270,2387,7.664671613737827e-06,0.0
DTXSID4024272,2387,0.0,0.0
DTXSID4024274,2387,0.0,0.0
DTXSID4024276,2387,5.597343695391052e-11,0.0
DTXSID4024359,2387,3.209712460777921e-09,0.0
DTXSID4024436,2387,0.0,0.0
DTXSID4024721,2387,0.0,0.0
DTXSID4024729,2387,0.0,0.0
DTXSID4024985,2387,,
DTXSID4025080,2387,0.0,0.0
DTXSID4025082,2387,0.0,0.0
DTXSID4025292,2387,,
DTXSID4025296,2387,0.0,0.0
DTXSID4025612,2387,,
DTXSID4025662,2387,0.0,0.0
DTXSID4025791,2387,2.9000385159737064e-07,0.0
DTXSID4025799,2387,3.225110214455459e-14,0.0
DTXSID4026183,2387,1.6909503983784892e-08,0.0
DTXSID4026214,2387,0.0,0.0
DTXSID4026262,2387,,
DTXSID4026501,2387,1.273118918078728e-06,0.0
DTXSID4026684,2387,0.0,0.0
DTXSID4026769,2387,3.079600325874085e-13,0.0
DTXSID4026842,2387,2.9450256563095917e-07,0.0
DTXSID4027072,2387,0.0015082549086312157,0.0
DTXSID4027076,2387,0.0002957400723872811,0.0
DTXSID4027153,2387,0.0,0.0
DTXSID4027236,2387,1.4757282078475477e-07,0.0
DTXSID4027282,2387,0.0,0.0
DTXSID4027367,2387,1.6599447697284736e-07,0.0
DTXSID4027494,2387,3.1746661441873693e-10,0.0
DTXSID4027496,2387,4.18978838607201e-07,0.0
DTXSID4027525,2387,,
DTXSID4027527,2387,1.139228270394815e-11,0.0
DTXSID4027608,2387,0.0,0.0
DTXSID4027650,2387,0.0,0.0
DTXSID4027656,2387,0.0,0.0
DTXSID4027866,2387,3.07254277813862e-11,0.0
DTXSID4027868,2387,0.0,0.0
DTXSID4027991,2387,0.0,0.0
DTXSID4027997,2387,0.0018579396850105206,0.0
DTXSID4028880,2387,0.0,0.0
DTXSID4029145,2387,0.0,0.0
DTXSID4029353,2387,0.0,0.0
DTXSID4029565,2387,0.0,0.0
DTXSID4029692,2387,0.0,0.0
DTXSID4029698,2387,1.6973176965697442e-10,0.0
DTXSID4031980,2387,0.0,0.0
DTXSID4032372,2387,2.862796149098766e-14,0.0
DTXSID4032376,2387,0.0,0.0
DTXSID4032405,2387,0.0,0.0
DTXSID4032459,2387,0.0,0.0
DTXSID4032532,2387,,
DTXSID4032580,2387,0.0,0.0
DTXSID4032611,2387,4.159994065610735e-09,0.0
DTXSID4032613,2387,2.3172621814573903e-06,0.0
DTXSID4032615,2387,,
DTXSID4032619,2387,0.0,0.0
DTXSID4032667,2387,0.05874631730933545,0.0
DTXSID4034150,2387,0.0,0.0
DTXSID4034287,2387,1.836502140845718e-14,0.0
DTXSID4034497,2387,0.9999269952882798,1.0
DTXSID4034528,2387,1.832590481055686e-10,0.0
DTXSID4034576,2387,0.0021188159606139313,0.0
DTXSID4034601,2387,0.0,0.0
DTXSID4034609,2387,0.0,0.0
DTXSID4034653,2387,0.9998758378715211,1.0
DTXSID4034788,2387,0.0,0.0
DTXSID4034869,2387,0.0,0.0
DTXSID4034948,2387,0.0,0.0
DTXSID4035708,2387,0.9915322968410173,1.0
DTXSID4036229,2387,,
DTXSID4036435,2387,0.0,0.0
DTXSID4038924,2387,0.0012437292221301477,0.0
DTXSID4040002,2387,0.0,0.0
DTXSID4040343,2387,0.0,0.0
DTXSID4040711,2387,0.0,0.0
DTXSID4040713,2387,0.9267703537629147,1.0
DTXSID4041232,2387,0.0,0.0
DTXSID4041440,2387,,
DTXSID4041442,2387,2.1843629097271306e-06,0.0
DTXSID4041492,2387,0.0005257234994090144,0.0
DTXSID4041521,2387,0.0,0.0
DTXSID4041604,2387,0.0,0.0
DTXSID4041818,2387,0.0,0.0
DTXSID4041991,2387,1.4346766079567606e-10,0.0
DTXSID4042094,2387,0.9999534331746369,1.0
DTXSID4042096,2387,0.0,0.0
DTXSID4042121,2387,0.0013234812642976446,0.0
DTXSID4042171,2387,0.06539085104898491,0.0
DTXSID4042206,2387,,
DTXSID4042335,2387,5.101429159123282e-12,0.0
DTXSID4042416,2387,,
DTXSID4042418,2387,,
DTXSID4044537,2387,0.0,0.0
DTXSID4044581,2387,0.8848955287212775,0.0
DTXSID4044828,2387,,
DTXSID4044901,2387,0.0,0.0
DTXSID4047127,2387,0.0,0.0
DTXSID4047252,2387,0.9956906287211429,1.0
DTXSID4047254,2387,0.0,0.0
DTXSID4047258,2387,0.0,0.0
DTXSID4047331,2387,0.011659568538376321,0.0
DTXSID4047333,2387,0.31106683617203557,0.0
DTXSID4047335,2387,8.904265583416466e-14,0.0
DTXSID4047337,2387,0.0,0.0
DTXSID4047339,2387,0.004797438899006973,0.0
DTXSID4047381,2387,0.9999289220838136,1.0
DTXSID4047383,2387,0.18790620319048262,0.0
DTXSID4047385,2387,0.0,0.0
DTXSID4047387,2387,5.392273547643791e-06,0.0
DTXSID4047389,2387,0.98940990983077,1.0
DTXSID4047597,2387,3.5821285747298373e-09,0.0
DTXSID4047628,2387,0.0,0.0
DTXSID4047882,2387,7.323448623880374e-09,0.0
DTXSID4048191,2387,1.6049775472844747e-13,0.0
DTXSID4048193,2387,,
DTXSID4048195,2387,0.9999999996052077,1.0
DTXSID4048199,2387,0.0,0.0
DTXSID4048511,2387,0.9832365949562484,1.0
DTXSID4048513,2387,0.9724748512444547,1.0
DTXSID4048519,2387,2.8958161959975705e-09,0.0
DTXSID5020027,2387,,
DTXSID5020029,2387,0.0,0.0
DTXSID5020106,2387,1.239904622037403e-09,0.0
DTXSID5020108,2387,0.0,0.0
DTXSID5020152,2387,,
DTXSID5020154,2387,0.9985865369538992,1.0
DTXSID5020233,2387,5.062813180254595e-07,0.0
DTXSID5020281,2387,1.4113173582673694e-10,0.0
DTXSID5020283,2387,2.312823889754175e-05,0.0
DTXSID5020366,2387,0.9999999999999785,1.0
DTXSID5020443,2387,0.0,0.0
DTXSID5020449,2387,0.0,0.0
DTXSID5020493,2387,,
DTXSID5020499,2387,0.0,0.0
DTXSID5020528,2387,,
DTXSID5020570,2387,2.2733608441944304e-11,0.0
DTXSID5020576,2387,0.0,0.0
DTXSID5020601,2387,0.0,0.0
DTXSID5020603,2387,0.9915193502221473,1.0
DTXSID5020605,2387,0.0,0.0
DTXSID5020607,2387,0.0,0.0
DTXSID5020653,2387,0.9999999885230478,1.0
DTXSID5020730,2387,,
DTXSID5020784,2387,0.0,0.0
DTXSID5020811,2387,0.9990919019149923,1.0
DTXSID5020819,2387,2.4116471186356463e-10,0.0
DTXSID5020863,2387,0.007352511119056688,0.0
DTXSID5020867,2387,0.0,0.0
DTXSID5020869,2387,0.0,0.0
DTXSID5020944,2387,0.0,0.0
DTXSID5021097,2387,,
DTXSID5021124,2387,1.9502500460843336e-13,0.0
DTXSID5021126,2387,0.00019180728754790175,0.0
DTXSID5021201,2387,0.0,0.0
DTXSID5021209,2387,,
DTXSID5021251,2387,4.6829145738077576e-08,0.0
DTXSID5021332,2387,0.014799454831066094,0.0
DTXSID5021336,2387,,
DTXSID5021386,2387,0.0,0.0
DTXSID5021388,2387,0.0,0.0
DTXSID5021411,2387,0.0,0.0
DTXSID5021413,2387,0.0,0.0
DTXSID5021415,2387,2.532882121340913e-13,0.0
DTXSID5021419,2387,4.799403485862606e-08,0.0
DTXSID5021544,2387,0.0,0.0
DTXSID5021590,2387,1.1678724449208638e-15,0.0
DTXSID5021754,2387,,
DTXSID5021758,2387,6.678382201740042e-14,0.0
DTXSID5021831,2387,0.0,0.0
DTXSID5021837,2387,8.09156861114595e-18,0.0
DTXSID5021839,2387,0.0,0.0
DTXSID5021885,2387,0.0,0.0
DTXSID5021914,2387,0.0,0.0
DTXSID5021916,2387,,
DTXSID5021968,2387,0.0,0.0
DTXSID5022308,2387,0.0,0.0
DTXSID5022437,2387,0.0,0.0
DTXSID5022439,2387,,
DTXSID5022489,2387,0.0,0.0
DTXSID5022510,2387,5.2840438870609816e-12,0.0
DTXSID5022934,2387,0.0,0.0
DTXSID5023322,2387,1.5937598225056473e-07,0.0
DTXSID5023588,2387,0.0,0.0
DTXSID5023742,2387,,
DTXSID5023792,2387,0.0,0.0
DTXSID5023796,2387,0.0,0.0
DTXSID5023825,2387,0.0,0.0
DTXSID5023871,2387,,
DTXSID5023875,2387,0.0,0.0
DTXSID5023877,2387,0.0,0.0
DTXSID5023900,2387,0.01620915716945841,0.0
DTXSID5023902,2387,,
DTXSID5023950,2387,0.0,0.0
DTXSID5024051,2387,0.0,0.0
DTXSID5024055,2387,,
DTXSID5024057,2387,0.0,0.0
DTXSID5024059,2387,0.0,0.0
DTXSID5024134,2387,0.0285620850233918,0.0
DTXSID5024182,2387,,
DTXSID5024211,2387,0.0,0.0
DTXSID5024261,2387,1.0963451394894908e-10,0.0
DTXSID5024263,2387,0.0,0.0
DTXSID5024344,2387,0.00041613581256784123,0.0
DTXSID5024394,2387,0.0,0.0
DTXSID5024681,2387,0.0,0.0
DTXSID5024845,2387,0.4597493941233655,0.0
DTXSID5024891,2387,0.0,0.0
DTXSID5024922,2387,0.0,0.0
DTXSID5025021,2387,0.0,0.0
DTXSID5025023,2387,0.0,0.0
DTXSID5025102,2387,2.0198424234163884e-10,0.0
DTXSID5025152,2387,1.100324513645984e-06,0.0
DTXSID5025607,2387,,
DTXSID5025659,2387,0.0007854255019551447,0.0
DTXSID5026178,2387,6.845457756815906e-10,0.0
DTXSID5026251,2387,,
DTXSID5026259,2387,,
DTXSID5026461,2387,0.0,0.0
DTXSID5026548,2387,0.0,0.0
DTXSID5026623,2387,0.0,0.0
DTXSID5026706,2387,0.0,0.0
DTXSID5026889,2387,0.0,0.0
DTXSID5026912,2387,0.0,0.0
DTXSID5026918,2387,0.6166709488245704,0.0
DTXSID5027061,2387,0.010359442681130133,0.0
DTXSID5027142,2387,0.0,0.0
DTXSID5027198,2387,0.0,0.0
DTXSID5027304,2387,0.0,0.0
DTXSID5027356,2387,6.484343020889812e-17,0.0
DTXSID5027433,2387,0.00038810138051054946,0.0
DTXSID5027770,2387,0.0,0.0
DTXSID5027774,2387,0.0,0.0
DTXSID5027932,2387,0.9828839204884992,1.0
DTXSID5027982,2387,0.0,0.0
DTXSID5028033,2387,5.664866196754784e-13,0.0
DTXSID5028665,2387,,
DTXSID5029055,2387,0.9999999666942041,1.0
DTXSID5029217,2387,0.0,0.0
DTXSID5030030,2387,0.0,0.0
DTXSID5031131,2387,0.0,0.0
DTXSID5032315,2387,0.9602433557137463,1.0
DTXSID5032361,2387,5.3705958573379726e-11,0.0
DTXSID5032365,2387,,
DTXSID5032442,2387,2.5278004786819656e-08,0.0
DTXSID5032498,2387,0.9999988510427025,1.0
DTXSID5032523,2387,0.0039621335176621515,0.0
DTXSID5032525,2387,0.0,0.0
DTXSID5032573,2387,4.674072112480516e-10,0.0
DTXSID5032577,2387,0.0,0.0
DTXSID5032579,2387,0.0,0.0
DTXSID5032600,2387,0.00017980734627182047,0.0
DTXSID5032654,2387,8.57378134001102e-09,0.0
DTXSID5033836,2387,0.30167678869511144,0.0
DTXSID5034270,2387,2.8555056831282573e-08,0.0
DTXSID5034303,2387,0.9998202325817185,1.0
DTXSID5034357,2387,0.0,0.0
DTXSID5034723,2387,0.0,0.0
DTXSID5034773,2387,4.535061761646872e-12,0.0
DTXSID5034981,2387,0.989305635107893,1.0
DTXSID5035589,2387,0.9994250214760072,1.0
DTXSID5035616,2387,,
DTXSID5035957,2387,0.0,0.0
DTXSID5037028,2387,0.9975377364552298,1.0
DTXSID5037494,2387,0.0,0.0
DTXSID5037523,2387,1.1157899304610077e-07,0.0
DTXSID5038830,2387,0.0,0.0
DTXSID5038888,2387,0.0,0.0
DTXSID5040700,2387,3.235410370501473e-12,0.0
DTXSID5040708,2387,0.7909759077748034,0.0
DTXSID5041273,2387,0.0,0.0
DTXSID5041275,2387,3.932596058379405e-09,0.0
DTXSID5041302,2387,0.0,0.0
DTXSID5041306,2387,8.651861088601726e-06,0.0
DTXSID5041487,2387,1.8132060297778427e-05,0.0
DTXSID5041512,2387,3.0366753110195714e-05,0.0
DTXSID5041514,2387,1.6338354551872693e-16,0.0
DTXSID5041516,2387,,
DTXSID5041641,2387,0.0,0.0
DTXSID5041643,2387,0.0,0.0
DTXSID5041691,2387,0.0,0.0
DTXSID5041726,2387,6.601537998760483e-05,0.0
DTXSID5041728,2387,0.0,0.0
DTXSID5042243,2387,6.5420100338110686e-09,0.0
DTXSID5042299,2387,0.0,0.0
DTXSID5044443,2387,0.0,0.0
DTXSID5044493,2387,0.0,0.0
DTXSID5044570,2387,,
DTXSID5044572,2387,1.59880882268467e-18,0.0
DTXSID5044576,2387,,
DTXSID5044578,2387,0.0,0.0
DTXSID5044784,2387,0.00036761831096765956,0.0
DTXSID5044788,2387,0.0,0.0
DTXSID5044815,2387,4.669349215043158e-07,0.0
DTXSID5044865,2387,0.9998834561641696,1.0
DTXSID5047033,2387,2.9698790904724346e-06,0.0
DTXSID5047249,2387,0.0,0.0
DTXSID5047291,2387,2.9955032978880223e-12,0.0
DTXSID5047295,2387,0.9046880576318646,1.0
DTXSID5047297,2387,0.023809110200858817,0.0
DTXSID5047299,2387,0.002307440835656628,0.0
DTXSID5047322,2387,0.0,0.0
DTXSID5047324,2387,0.10705199388885149,0.0
DTXSID5047328,2387,0.9928667810287134,1.0
DTXSID5047372,2387,0.0,0.0
DTXSID5047374,2387,1.0607349022846072e-11,0.0
DTXSID5047376,2387,0.0,0.0
DTXSID5047451,2387,0.0,0.0
DTXSID5047538,2387,0.0,0.0
DTXSID5047611,2387,0.0,0.0
DTXSID5047796,2387,1.0222779965324659e-08,0.0
DTXSID5047879,2387,0.19766456512272962,0.0
DTXSID5048180,2387,,
DTXSID5048182,2387,1.8744285799548636e-18,0.0
DTXSID5048184,2387,0.9972568000186883,1.0
DTXSID5048186,2387,0.002145475077269134,0.0
DTXSID5048188,2387,0.0,0.0
DTXSID5048211,2387,,
DTXSID5048506,2387,0.0,0.0
DTXSID5052254,2387,0.0,0.0
DTXSID5052709,2387,0.0,0.0
DTXSID6020014,2387,0.8273299977280161,0.0
DTXSID6020068,2387,2.3390488251019924e-08,0.0
DTXSID6020141,2387,0.0,0.0
DTXSID6020143,2387,0.0,0.0
DTXSID6020147,2387,0.0,0.0
DTXSID6020197,2387,0.0,0.0
DTXSID6020220,2387,0.9999530761560688,1.0
DTXSID6020224,2387,0.0,0.0
DTXSID6020278,2387,0.9999999979549797,1.0
DTXSID6020307,2387,0.0005380683939168245,0.0
DTXSID6020359,2387,0.0,0.0
DTXSID6020430,2387,0.0,0.0
DTXSID6020480,2387,0.0,0.0
DTXSID6020511,2387,2.6318435697175745e-11,0.0
DTXSID6020515,2387,0.0,0.0
DTXSID6020561,2387,,
DTXSID6020692,2387,2.179074975194052e-17,0.0
DTXSID6020779,2387,5.454660935830965e-13,0.0
DTXSID6020856,2387,0.0,0.0
DTXSID6020939,2387,0.0,0.0
DTXSID6021030,2387,0.0,0.0
DTXSID6021032,2387,0.0,0.0
DTXSID6021082,2387,0.0,0.0
DTXSID6021086,2387,0.0,0.0
DTXSID6021113,2387,0.0,0.0
DTXSID6021240,2387,0.0010014408849839433,0.0
DTXSID6021244,2387,0.0,0.0
DTXSID6021248,2387,0.26152215281422375,0.0
DTXSID6021402,2387,0.0,0.0
DTXSID6021456,2387,,
DTXSID6021666,2387,0.0,0.0
DTXSID6021793,2387,1.6412804617977838e-07,0.0
DTXSID6021824,2387,0.9952016286254445,1.0
DTXSID6021828,2387,1.740162792553513e-08,0.0
DTXSID6021872,2387,,
DTXSID6021907,2387,0.0,0.0
DTXSID6021953,2387,0.0,0.0
DTXSID6021957,2387,0.0,0.0
DTXSID6021959,2387,0.0,0.0
DTXSID6022000,2387,,
DTXSID6022008,2387,0.0,0.0
DTXSID6022056,2387,0.0,0.0
DTXSID6022137,2387,0.0,0.0
DTXSID6022187,2387,9.745299058227167e-11,0.0
DTXSID6022341,2387,0.0,0.0
DTXSID6022345,2387,0.0,0.0
DTXSID6022391,2387,0.0,0.0
DTXSID6022422,2387,0.0,0.0
DTXSID6022472,2387,0.0,0.0
DTXSID6022474,2387,0.9997147489330119,1.0
DTXSID6022927,2387,0.0,0.0
DTXSID6023159,2387,,
DTXSID6023523,2387,0.0620590542141404,0.0
DTXSID6023600,2387,0.0,0.0
DTXSID6023602,2387,,
DTXSID6023652,2387,5.89857976554284e-07,0.0
DTXSID6023733,2387,0.0,0.0
DTXSID6023862,2387,0.0,0.0
DTXSID6023868,2387,0.050702326170150566,0.0
DTXSID6023999,2387,6.966736854640399e-07,0.0
DTXSID6024046,2387,0.0,0.0
DTXSID6024048,2387,,
DTXSID6024123,2387,,
DTXSID6024175,2387,2.6553128468414264e-18,0.0
DTXSID6024177,2387,0.0,0.0
DTXSID6024200,2387,1.7443753736599627e-13,0.0
DTXSID6024204,2387,1.529492698614577e-05,0.0
DTXSID6024206,2387,0.0,0.0
DTXSID6024254,2387,0.0,0.0
DTXSID6024337,2387,0.0,0.0
DTXSID6024460,2387,3.7809712265130965e-07,0.0
DTXSID6024466,2387,0.9191651804290992,1.0
