dtxsid,smiles
DTXSID1045085,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
DTXSID1045089,NS(=O)(=O)C1=CC=C(C=C1)C(O)=O
DTXSID1045110,Cl.CCC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1
DTXSID1045112,CC1=CC=C(C=C1)S(O)(=O)=O.C1CN=C(NC2=C3CCCCC3=CC=C2)N1
DTXSID1045116,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2
DTXSID1045114,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1Cl
DTXSID1045118,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID1045160,O=C1CCC(=NN1)C1=CC=C(C=C1)N1C=CN=C1
DTXSID1045162,CCN1C=CN=C1CC1COC2=CC=CC=C2O1
DTXSID1045164,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1
DTXSID1045166,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
DTXSID1045168,CC1=C(CNC2=NC=NC3=C2N=CN3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC=C1
DTXSID1045291,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1
DTXSID1045245,NC1=NC2=C(O1)C=CC(Cl)=C2
DTXSID1045293,Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2
DTXSID1045297,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
DTXSID1045320,Cl.CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
DTXSID1045322,Cl.CCNCC(O)C1=CC=CC(O)=C1
DTXSID1045324,Cl.O=C(NC1=CC=CC=C1)OCC(CN1CCCCC1)OC(=O)NC1=CC=CC=C1
DTXSID1045326,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
DTXSID1045370,Cl.CCOC(=O)[C@@](C)(N)CC1=CC=C(O)C(O)=C1
DTXSID1045328,Cl.CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1
DTXSID1045372,Cl.CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1
DTXSID1045376,Cl.NC(=N)NC(=N)N1CCOCC1
DTXSID1045405,Cl.[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
DTXSID1045407,Cl.Cl.COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1
DTXSID1045409,CC1=C(Cl)C=CC=C1NC1=C(C=CC=C1)C(O)=O
DTXSID1045453,Cl.CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N=CN1CCCCCC1)C2=O
DTXSID1045459,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O
DTXSID1045530,Cl.CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DTXSID1045534,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DTXSID1045536,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
DTXSID1045538,Cl.Cl.CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O
DTXSID1045580,O[C@@H]([C@@H](O)C([O-])=O)C(O)=O.C[C@H]([NH3+])[C@H](O)C1=CC(O)=CC=C1
DTXSID1045582,NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DTXSID1045586,OC(CC(O)=O)C(O)=O.OC(CC(O)=O)C(O)=O.CCSC1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(C)CC2)C=C1
DTXSID1045584,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F
DTXSID1045588,CS(O)(=O)=O.CNCCC1=NC=CC=C1
DTXSID1045611,[H][C@]1(OC(=O)C2=C(OC)C(OC)=CC=C12)[C@@]1([H])N(C)CCC2=C1C=C1OCOC1=C2
DTXSID1045615,Cl.O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2
DTXSID1045619,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
DTXSID1045661,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1
DTXSID1045663,CNCCCCOC1=C(CC2=CC=CC=C2)C=CC=C1
DTXSID1045665,OC(=O)CC1=NN(CC2=CC=C(Br)C=C2F)C(=O)C2=CC=CC=C12
DTXSID1045669,CCCCCCCC\C=C/CCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1
DTXSID1045742,CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O
DTXSID1045740,OC(=O)[C@H]1CN(C\C=C\P(O)(O)=O)CCN1
DTXSID1045744,OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DTXSID1045746,COC1=CC=C(C=C1OC)S(=O)(=O)N1[C@H](C(=O)N2CCC[C@@H]2C(N)=O)[C@@](O)(C2=C1C=CC(Cl)=C2)C1=CC=CC=C1Cl
DTXSID1045748,Cl.CCN(CC)CCNC(=O)C1=CC=C(NC(C)=O)C=C1
DTXSID1045790,OC(=O)\C=C/C(O)=O.CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2
DTXSID1045792,Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID1045794,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DTXSID1045798,OC(=O)C1=CC=C2C=CC=CC2=C1O.OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
DTXSID1045796,Cl.CCCN1CCC[C@@H](C1)C1=CC(O)=CC=C1
DTXSID1045825,Cl.CN[C@@H](C)[C@H](O)C1=CC=CC=C1
DTXSID1045871,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1
DTXSID1045873,[Ca++].C[C@@H]1O[C@@H]1P([O-])([O-])=O
DTXSID1045877,NCC(O)CC(O)=O
DTXSID1045879,CC(=O)NCCCCCC(O)=O
DTXSID1045900,
DTXSID1045904,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)CO
DTXSID1045902,[Na+].CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C([O-])=O
DTXSID1045950,CC(C)C[C@H](CN)CC(O)=O
DTXSID1045906,CC(C)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
DTXSID1045952,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O
DTXSID1045954,OC(C(O)C(O)=O)C(O)=O.CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
DTXSID1045956,[Na+].[Na+].[Na+].[Cu++].CCC1=C(C)\C2=C\C3=C(C=C)C(C)=C([N-]3)\C=C3/N=C([C@@H](CCC([O-])=O)[C@@H]3C)/C(/CC([O-])=O)=C3\[N-]\C(=C/C1=N2)C(C)=C3C([O-])=O
DTXSID1045958,CCN(CC)CCOC1=CC=C2C3=CC=C(OCCN(CC)CC)C=C3C(=O)C2=C1
DTXSID1046003,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
DTXSID1046007,Cl.CNCC1=CC=CC=C1
DTXSID1046051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
DTXSID1046009,CC(CNC(=O)CCC1(C)C(CC(N)=O)C2N([Co+]C[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=CN=C4N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=NC2(C)C(C)(CC(N)=O)C4CCC(N)=O)\C(C)(CC(N)=O)C3CCC(N)=O)/C(C)(C)C1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2
DTXSID1046055,COC1=CC=C(C=CC(=O)OCCC(C)C)C=C1
DTXSID1046059,COC1=CC=C(\C=C\C(O)=O)C=C1
DTXSID1046132,[Na+].[Na+].OC(CC1=CC=CN=C1)(P(O)([O-])=O)P(O)([O-])=O
DTXSID1046130,CNC1=C2CCCCC2=NN1C
DTXSID1046134,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=C(O1)C=CC=C2
DTXSID1046136,OC1=C2N=CC=CC2=C(C=C1I)S(O)(=O)=O
DTXSID1046138,CCC1(C(=O)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O)C1=CC=CC=C1
DTXSID1046180,CN1CCN(CCC(=O)N2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
DTXSID1046182,CCN(CC)CCOC1=CC=C2N=C(SC2=C1)N(C)C
DTXSID1046184,N#CC1(CCCCC1)N1CCCCC1
DTXSID1046186,FC1=CC=C(C=C1)C(=O)CCCN1CCN2CCCC2C1
DTXSID1046188,NNC(=O)CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID10461880,FC1(F)C=CC(F)(F)C1(F)F
DTXSID1046211,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
DTXSID1046213,CCOC1=CC(=CC(OCC)=C1OCC)C1=NC=CC2=C1C=C(OC)C(OC)=C2
DTXSID1046215,CCC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
DTXSID1046261,NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DTXSID1046217,CN1CCC(CC1)OC(=O)C(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1
DTXSID1046263,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=CC(O)=C2
DTXSID1046267,CN1C2=CC=C(Cl)C=C2C(=NCC1=S)C1=CC=CC=C1
DTXSID1046265,CCC(CC1=C(I)C(O)=C(I)C=C1I)C(O)=O
DTXSID1046269,C(C1COC2=CC=CC=C2O1)N1CCCCC1
DTXSID1046342,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
DTXSID1046344,CC1=CC=C(C=C1NC(=O)C1=CC(NC(=O)NC2=CC(=CC=C2)C(=O)NC2=C(C)C=CC(=C2)C(=O)NC2=CC=C(C3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C1)C(=O)NC1=CC=C(C2=C1C(=CC(=C2)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
DTXSID1046346,CC[C@@H](C)[C@@H](N)C(O)=O
DTXSID1046348,N[C@@H](COP(O)(O)=O)C(O)=O
DTXSID1046390,CC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
DTXSID1046394,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCCCC1
DTXSID1046392,NC(=S)N\N=C\C1=CC=CN=C1
DTXSID1046396,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CN=CC=C1)=C2C
DTXSID1046398,CC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
DTXSID1046423,ClC1=CC=C2SC3=C(C=CC=C3)N(C(=O)CCN3CCN4CCCC4C3)C2=C1
DTXSID1046421,OC1=CC=C(C=C1)S(O)(=O)=O
DTXSID1046425,NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
DTXSID1046427,Cl.Cl.COC1=CC=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(OC)=C1OC
DTXSID1046429,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(\C=C\C(=O)OC(C)(C)C)C=CC=C1)C(=O)OCC
DTXSID1046471,Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
DTXSID1046475,COC1=CC(=CC(OC)=C1OC)C(=O)N1CCCCCCC1
DTXSID1046477,O.[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C([O-])=O
DTXSID1046479,C\C(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/C1=CC=CC=C1
DTXSID1046500,[Na+].O[C@@H](COC1=CC=CC(Cl)=C1)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O
DTXSID1046502,Cl.NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
DTXSID1046504,Cl.O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1
DTXSID1046506,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
DTXSID1046508,Cl.F\C(COC1=CC2=C(C=C1)C1=C(N2)C=CC=C1)=C1\CN2CCC1CC2
DTXSID1046550,Cl.Cl.CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1
DTXSID1046552,CC(O)=O.CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
DTXSID1046556,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(OC2=NC=C(C=C2Cl)C(F)(F)F)=C(Cl)C=C1
DTXSID1046558,CC1=CC=C(Cl)C(O)=C1
DTXSID1046633,CCCSSC(CCO)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O
DTXSID1046631,Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DTXSID1046637,[Na+].OC1=CC(=NC2=C1C1=NC3=C(OC1=CC2=O)C=CC=C3)C([O-])=O
DTXSID1046639,CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2
DTXSID1046681,COC1=CC2=C(NC3=CC=C(Br)C=C3F)N=CN=C2C=C1OCC1CCN(C)CC1
DTXSID1046683,CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
DTXSID1046685,OC(=O)CCN1C2=C(C[C@@H](CC2)NS(=O)(=O)C2=CC=C(F)C=C2)C2=C1C=CC=C2
DTXSID1046687,COC1=CC=C2NC(=NC2=N1)S(=O)CC1=C(C)C(OC)=C(C)C=N1
DTXSID1046689,COC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C(C)=C1
DTXSID1046710,Cl.NCC(O)C1=CC=CC(O)=C1
DTXSID1046712,[Na+].[Na+].NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC([O-])=O)\C2=CSC(N)=N2)C(=O)N1S([O-])(=O)=O
DTXSID1046714,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O
DTXSID1046716,COC1=CC=C(C=C1)C1=NOC(CC(O)=O)=C1C1=CC=C(OC)C=C1
DTXSID1046760,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O
DTXSID1046764,CCC(N)CC1=CNC2=CC=CC=C12
DTXSID1046766,CCC(=O)O[C@@]1(CCN(C)C[C@H]1C)C1=CC=CC=C1
DTXSID1046768,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C(C1=CC(I)=C([O-])C(I)=C1)=C1C=C(I)C(=O)C(I)=C1
DTXSID1046841,Cl.COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1
DTXSID1046843,CC1=CC2=C([C@@H]3OCC45CCCC(C)(C)[C@@H]4CC[C@](C)(O2)[C@H]35)C(O)=C1
DTXSID1046845,Cl.CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C
DTXSID1046847,Cl.CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID1046849,Cl.CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O
DTXSID1046891,CC1=CC(C)=C(NC(=O)CN(CC(O)=O)CC(O)=O)C(C)=C1Br
DTXSID1046895,NC1=NC(=O)N2CC12
DTXSID1046920,CC(=O)NC1=CC=C(NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C)C=C1
DTXSID1046922,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C
DTXSID1046924,[Cl-].COC(=O)CCC[N+](C)(C)C
DTXSID1046926,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O
DTXSID1046970,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O
DTXSID1046974,OCCSC1=CC=CC=C1
DTXSID1046976,O.CC1=CC(=O)OC2=C1C=CC(O)=C2
DTXSID1046978,
DTXSID1047027,
DTXSID1047029,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F
DTXSID1047071,CC1=CC=CC=C1CCO
DTXSID1047075,CC1=CN=C(C)C(C)=N1
DTXSID1047102,CC(O)=O.CC(C)C1=CC=C2C(CC[C@H]3[C@](C)(CN)CCC[C@]23C)=C1
DTXSID1047104,CC\C=C/CC\C=C\C=O
DTXSID1047106,CC(CCC=C(C)C)CC(O)=O
DTXSID1047108,SC1CCCC1
DTXSID1047150,CC(C)(C)OC(=O)C1=CC=CC=C1C(O)=O
DTXSID1047152,CCCC(=O)OC\C=C(/C)CCC=C(C)C
DTXSID1047156,CCC(C)C1SC(C)C(C)=N1
DTXSID1047158,CCCCCC(C)O
DTXSID1047239,CC(C)=CCC\C(C)=C/CCC(C)(O)C=C
DTXSID1047281,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1
DTXSID1047283,CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)C1=CC=CC=C1
DTXSID1047285,O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OCCO2)C=C1
DTXSID1047287,COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1
DTXSID1047289,CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1
DTXSID1047310,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1
DTXSID1047312,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F
DTXSID1047316,Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1
DTXSID1047318,NC(=O)N(O)[C@@H]1COC2=C1C=CC(OCC1=CC=CC=C1)=C2
DTXSID1047360,Cl.CCOC(=O)COC1=CC2=C(CCC(C2)NCC(O)C2=CC(Cl)=CC=C2)C=C1
DTXSID1047362,CCOC(=O)[C@@]1(OC2=CC=CC=C2[C@@H]1N)C1=CC=CC=C1
DTXSID1047364,
DTXSID1047366,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1
DTXSID1047368,COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C
DTXSID1047443,COC1=CC(C)=CC(O)=C1
DTXSID1047447,NNC(=O)OCC1=CC=CC=C1
DTXSID1047491,CSC1=NC=CN=C1
DTXSID1047493,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
DTXSID1047497,CCCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC
DTXSID1047520,CCCCCCCC(OC)OC
DTXSID1047524,OS(O)(=O)=O.[H][C@]1(O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DTXSID1047526,
DTXSID1047528,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1
DTXSID1047570,C[C@@H]1C[C@H](O)CC(C)(C)C1
DTXSID1047574,CCC(=O)OC(C)(CCC=C(C)C)C=C
DTXSID1047576,CN1[C@@H](CCC1=O)C1=CN=CC=C1
DTXSID1047578,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
DTXSID1047601,CC(C)(O)CC1=CC=CC=C1
DTXSID1047603,CC(C)CC(=O)OCC1=CC=CC=C1
DTXSID1047605,O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1
DTXSID1047607,CCC(=O)OCC=CC1=CC=CC=C1
DTXSID1047609,CCCCC1CCC(=O)O1
DTXSID1047651,CCCCCCCCC(=O)OCC
DTXSID1047655,CCCCCCCC#N
DTXSID1047657,
DTXSID1047659,CCCCCC=CCC(=O)OC
DTXSID1047730,
DTXSID1047780,OS(O)(=O)=O.CNC(C)(C)CC1=CC=CC=C1.CNC(C)(C)CC1=CC=CC=C1
DTXSID1047782,Cl.C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
DTXSID1047784,Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
DTXSID1047786,Cl.CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN2CCOCC2)C=C1
DTXSID1047811,OS(O)(=O)=O.CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
DTXSID1047788,Cl.OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DTXSID1047813,Cl.CC(N)C12CC3CC(CC(C3)C1)C2
DTXSID1047815,Cl.CC(C)(N)CC1=CC=C(Cl)C=C1
DTXSID1047817,Cl.Cl.Cl.COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
DTXSID1047819,Cl.[H][C@@]1(CCCCN1)[C@@H](O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DTXSID1047869,O.[Cl-].COC1=CC2=C(C=C1OC)C1=[N+](CC2)C=C2C(OC)=C(OC)C=CC2=C1
DTXSID1047940,CC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
DTXSID1047942,CCC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
DTXSID1047944,[Cl-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
DTXSID1047946,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCCN1C=C[N+](C)=C1
DTXSID1047948,[Cl-].CCCCCCN1C=C[N+](C)=C1
DTXSID1048122,
DTXSID1048170,CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2
DTXSID1048172,OC(=O)\C=C\C(O)=O.O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2
DTXSID1048174,CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O
DTXSID1048176,OC(=O)\C=C\C(O)=O.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2
DTXSID1048178,[Na+].CCCCC1=NC2=CC=CN=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1
DTXSID1048201,O=C(C1CCC1)C1=CC=CC=C1
DTXSID1048203,CCC(=O)C1=CC=C(Cl)C=C1
DTXSID1048207,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
DTXSID1048209,CC(C)(C)C(=O)C1=CC=CC=C1
DTXSID1048259,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O
DTXSID1048590,Cl.CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1
DTXSID1048592,Cl.CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N2C1=O)C([O-])=O)C1=NSC(N)=N1
DTXSID1048594,[Na+].[O-]C(=O)C1=C(CSC2=NN=CS2)CS[C@@H]2[C@H](NC(=O)CN3C=NN=N3)C(=O)N12
DTXSID1048596,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
