dtxsid,smiles
DTXSID7046839,CC(C)C1=NC=C(N1C)[N+]([O-])=O
DTXSID7046881,CC(C)C1=C(C=C2C(CC[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O)=C1)S(O)(=O)=O
DTXSID7046883,CCCCCCCCCC(=O)NO
DTXSID7046885,[Na+].[O-]S(=O)(=O)CNNC(=O)C1=CC=NC=C1
DTXSID7046887,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@]1(C)O
DTXSID7046889,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NON=C5C[C@]4(C)[C@H]3CC[C@]12C
DTXSID7046910,NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC2=CC=CS2)C=C1Cl
DTXSID7046912,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O
DTXSID7046918,O.O.O.O.O.O.O.[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O
DTXSID7046914,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1
DTXSID7046966,OS(O)(=O)=O.NC(=N)NCCN1CCCCCCC1.NC(=N)NCCN1CCCCCCC1
DTXSID7047061,CCCCCCCCCCCCCCCCC
DTXSID7047065,COC1=CC=CC=C1OC
DTXSID7047067,CC1=CC=NC2=C1C=CC=C2
DTXSID7047140,
DTXSID7047142,CC1=C(C=O)C(C)(C)CCC1
DTXSID7047144,Cl.Cl.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
DTXSID7047146,CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1
DTXSID7047190,CCCCCCCCC1CCC(=O)O1
DTXSID7047192,CC\C=C/CC\C=C\CO
DTXSID7047196,CC1CCC2=C1N=CC=N2
DTXSID7047198,CCCC(C)C(=O)OCC
DTXSID7047271,CS(O)(=O)=O.CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C
DTXSID7047277,CN1CCN(CC1)C1=CC=CC=C1\C=C1/SCCN(C1=O)C1=CC=C(Cl)C(Cl)=C1
DTXSID7047279,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C
DTXSID7047304,NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2
DTXSID7047308,O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O
DTXSID7047306,CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2
DTXSID7047356,CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]2CCC[C@H](N2C1=O)C(O)=O
DTXSID7047433,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O
DTXSID7047358,COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC
DTXSID7047435,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
DTXSID7047437,CCCCCCC1CCOC1=O
DTXSID7047439,CC(C)CCOCC1=CC=CC=C1
DTXSID7047487,[Na+].CCCCCCCCCOS([O-])(=O)=O
DTXSID7047510,CCCC(=O)OCC1=CC=CC=C1
DTXSID7047512,O.O.Cl[In](Cl)Cl
DTXSID7047518,Cl.C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
DTXSID7047560,CCCCCC(=O)OCC\C=C/CC
DTXSID7047562,CC\C=C/CCOC(=O)C(\C)=C\C
DTXSID7047566,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID7047568,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1
DTXSID7047641,CCCCCCCCCCCCOC(C)=O
DTXSID7047643,CC(O)C1CCCCC1
DTXSID7047645,COC(=O)C1=CC=C(OC)C=C1
DTXSID7047647,O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1
DTXSID7047649,COC1=CC=C(COC=O)C=C1
DTXSID7047691,CC=CC(=O)OCC(C)C
DTXSID7047693,CC1=CCC(=O)O1
DTXSID7047697,NC1=C(C=CC=C1)C(=O)OC1=CC2=C(C=CC=C2)C=C1
DTXSID7047726,CCOC1=C(O)C=C(\C=C\C)C=C1
DTXSID7047772,Cl.CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID7047774,Cl.COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1
DTXSID7047776,Cl.CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1
DTXSID7047778,Cl.CN(C)CCC=C1C2=C(CSC3=C1C=CC=C3)C=CC=C2
DTXSID7047801,O.O.O.[Na+].NCCCC(O)(P(O)(O)=O)P(O)([O-])=O
DTXSID7047803,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DTXSID7047851,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(CCO)CC2)C=C1
DTXSID7047807,Cl.CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1
DTXSID7047853,
DTXSID7047857,Cl.CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
DTXSID7047930,CCCCN1C=C[N+](C)=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
DTXSID7047932,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=CC=C1
DTXSID7047934,[Br-].CCCCCC[N+]1=CC=CC=C1
DTXSID7047936,F[P-](F)(F)(F)(F)F.CCCCCC[N+]1=CC=CC=C1
DTXSID7047938,[I-].CCCC[N+]1(C)CCCC1
DTXSID70481246,NC(C(F)(F)F)C(F)(F)F
DTXSID7048166,COC1=CC(C=O)=CC2=C1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O
DTXSID7048168,Cl.CC1=C(C[C@H]2CCC3=C(C)C4=C(C=CC=C4)N3C2=O)N=CN1
DTXSID7048291,OC(=O)C1=C(C=CC=C1)C(C1=CC(I)=C(O)C(I)=C1)=C1C=C(I)C(=O)C(I)=C1
DTXSID7048580,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
DTXSID7048584,
DTXSID7048582,Cl.CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1
DTXSID7048586,CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCOC(=O)C1=CC=CC=C1)SSC(CCOC(=O)C1=CC=CC=C1)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O
DTXSID7048588,Cl.CCCC(=O)N1CCCN(CC1)C1=NC2=C(C=C(OC)C(OC)=C2)C(N)=N1
DTXSID7048611,[Cl-].CCN(CC)C1=CC=C(N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)C(=C1)S(=O)(=O)NCC[N+]1=CC=CC=C1
DTXSID7048613,OS(O)(=O)=O.CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)C1=NC(=NC(N)=C1C)C(CC(N)=O)NCC(N)C(N)=O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1=CNC=N1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCCN[C@@H](C)C1=CC=CC=C1
DTXSID7048615,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1
DTXSID7048617,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DTXSID7048619,OC1=CC=CC(=C1)C1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1
DTXSID7048661,Cl.CC1=CC=CC(CC2=CNC=N2)=C1C
DTXSID7048665,CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.[O-]S(=O)(=O)C1=CC=CC2=C(C=CC=C12)S([O-])(=O)=O
DTXSID7048663,[Na+].[Na+].[O-]S(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS([O-])(=O)=O)C=C1)C1=CC=CC=N1
DTXSID7048667,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)[C@@H]1CC[C@@H]2OP(O)(O)=O
DTXSID7048669,Cl.CC1=C(C=CC=C1)N1CCN(CCC2=NN=C3CCCCN23)CC1
DTXSID7048740,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
DTXSID7048742,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O)C2=CC3=C(OCO3)C=C12
DTXSID7048744,ClCCN(CCCl)CCCl
DTXSID7048746,ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1
DTXSID7048748,OS(O)(=O)=O.CN\C(NCC1=CC=CC=C1)=N/C.CN\C(NCC1=CC=CC=C1)=N/C
DTXSID7048790,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1
DTXSID7048792,CC(=O)NC1=NC(=O)N(C=C1)C1COC(COC(=O)C2=CC=CC=C2)O1
DTXSID7048794,CCOC(=O)NC(C)(C)CC1=CC=C(Cl)C=C1
DTXSID7048796,CCCCCOC1=CC=C(C=C1OCC)C1SC(=O)NC1=O
DTXSID7048821,CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(CN3N=NC(C)=N3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1
DTXSID7048798,[Cl-].CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC1=[N+](CC)C=CC=C1)C(=O)C1=CC=CC=C1OC)OC
DTXSID7048823,[Br-].CCC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1
DTXSID7048827,COC1=CC2=C(C=C1)C(C(=O)C1=CC=C(Cl)C=C1)=C(C)N2CC(O)=O
DTXSID7048825,CCCOC(=O)CC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1
DTXSID7048829,CC(=O)C1=CC=C(OCC(=O)N2CCCCC2)C=C1
DTXSID7048871,Cl.CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
DTXSID7048873,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O
DTXSID7048877,
DTXSID7048875,CC1=NC2=C(C=CC=C2)C(=O)N1C1=C(Cl)C=CC=C1
DTXSID7048879,Cl.COC1=CC(CCN)=CC(OC)=C1OC
DTXSID7048900,Cl.COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1
DTXSID7048902,OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.C(N1CCNCC1)C1=CC=CC=C1
DTXSID7048904,Cl.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O
DTXSID7048906,Cl.COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5
DTXSID7048908,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2CC[C@@H]4O)=C35
DTXSID7048952,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
DTXSID7048950,COC1=C(OC)C(OC)=C2C(C[C@@](C)(O)[C@H](C)CC3=C2C(OC)=C2OCOC2=C3)=C1
DTXSID7048954,
DTXSID7048958,CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1
DTXSID7048956,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@H]2C)[C@]1(C)O
DTXSID7049001,Br.COC1=CC(Br)=C(OC)C=C1CC(C)N
DTXSID7049003,Cl.COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
DTXSID7049005,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
DTXSID7049007,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C
DTXSID7049009,CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1
DTXSID7049051,CO.COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1
DTXSID7049055,[I-].C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CS1
DTXSID7049053,Cl.CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1
DTXSID7049057,Cl.CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
DTXSID7049059,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1
DTXSID7049211,[O-][N+](=O)C1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1
DTXSID7049213,ClC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O
DTXSID7049215,CC(C)CC(=O)C(C)=O
DTXSID7049217,[O-][N+]([O-])=O.CCN1C=C[N+](C)=C1
DTXSID7049261,CC1=C(N)C(O)=CC=C1
DTXSID7049219,CS([O-])(=O)=O.CCN1C=C[N+](C)=C1
DTXSID7049263,F[B-](F)(F)F.CCCC[N+]1=CC=CC=C1C
DTXSID7049265,OC1=CC=C(Br)C(C=O)=C1
DTXSID7049267,[I-].CCCC[N+]1=CC=C(C)C=C1
DTXSID7049269,F[P-](F)(F)(F)(F)F.CCC[N+]1(C)CCCC1
DTXSID7049340,CC1=C2C=C3C=CC4=C5C(C=CC(C2=CC=C1)=C35)=CC=C4
DTXSID7049342,[I-].CCCCN1C=C[N+](C)=C1
DTXSID7049344,FC1=C(Cl)C=C(C=C1)C(Cl)=O
DTXSID7049346,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O
DTXSID7049348,CCCCCCCCCBr
DTXSID7049390,[O-]S(=O)(=O)C(F)(F)F.CCC[N+]1(C)CCCC1
DTXSID7049392,[O-][N+](=O)C1=CC=C(CBr)C=C1
DTXSID7049394,CC1(C)C2CCC1(C)C(=O)C2=O
DTXSID7049396,CC(C)(C)C(=O)CC(=O)C(C)(C)C
DTXSID7049398,CC1=C(C=O)C(C)(C)CC=C1
DTXSID7049421,O.C[N+](C)(C)CC([O-])=O
DTXSID7049423,COC1=CC=C(C=O)C=C1O
DTXSID7049425,N#CC(C#N)=C(C#N)C#N
DTXSID7049427,OC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12
DTXSID7049429,O=C1C(=O)C2=CC=CC3=C2C1=CC=C3
DTXSID7049471,
DTXSID7049473,
DTXSID7049477,
DTXSID7049475,
DTXSID7049479,
DTXSID7049502,
DTXSID7049500,
DTXSID7049504,
DTXSID7049508,
DTXSID7049506,
DTXSID7049550,
DTXSID7049552,
DTXSID7049554,
DTXSID7049556,
DTXSID7049558,
DTXSID7051474,CCCCOP(OCCCC)OCCCC
DTXSID7051557,CC1=CC=CC(C)=N1
DTXSID7051715,COC(=O)C=C(C)N
DTXSID7051890,C\C=C\C(=O)C1=C(C)CCCC1(C)C
DTXSID7052101,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C
DTXSID7052109,Cl.CN(C)CCCl
DTXSID7052284,ClCC1=CC=CC=C1CCl
DTXSID7052288,O=C1CC2=CC=CC=C2C1
DTXSID7052311,CCCCOCC
DTXSID7052319,NC1=CC(=C(Cl)C=C1)[N+]([O-])=O
DTXSID7052446,CC1=C(O)C(C)=C(C)C(O)=C1
DTXSID7052529,COC1=C(O)C=CC(C=C)=C1
DTXSID7052571,ClC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1
DTXSID7052573,NC1=C(Br)C=C(C=C1Br)[N+]([O-])=O
DTXSID7052577,ClC1=C(Cl)C(=O)C(C#N)=C(C#N)C1=O
DTXSID7052602,[O-][N+](=O)C1=C(Cl)C=CC(Cl)=C1
DTXSID7052604,CC(C)C1CCC(C)=CC1=O
DTXSID7052652,CC(CCOC(=O)C(C)C)CCC=C(C)C
DTXSID7052654,SCC1=CC=CO1
DTXSID7052735,BrCC(Br)C1=CC=CC=C1
DTXSID7052860,CC1=CC=CC(C)=C1NC(=O)C1=CC=C(N)C=C1
DTXSID7052866,
DTXSID70537191,COC(F)(C(F)F)C(F)(F)F
DTXSID7057602,CN1CC2=C(N[C@@H](CC(O)=O)C1=O)C=CC(=C2)C(=O)N1CCC(CC1)C1CCNCC1
DTXSID70565479,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID7057604,OS(O)(=O)=O.CC(CC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C
DTXSID7057606,CCN(CC)CCN
DTXSID7057608,OC1=CC=CC=C1C1=NN=CO1
DTXSID7057650,CC(N(C)C)C(=O)C1=CC=CC=C1
DTXSID7057652,CCN1C2=C(N(C)C(\C=C\C3=CC=C(OC)C(OC)=C3)=N2)C(=O)N(CC)C1=O
DTXSID7057654,CCC(CC)(CNC(=O)CCCO)C1=CC(OC)=CC=C1
DTXSID7057656,FC1=C(C=CC=C1)C(=O)C1=CC(Cl)=CC=C1NC(=O)CBr
DTXSID7057658,CC(C)(C)C1=CC(C=O)=CC(=C1O)C(C)(C)C
DTXSID7057731,NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O
DTXSID7057733,OC1(CCNCC1)C1=CC=C(Cl)C=C1
DTXSID7057735,O=C(N1CCNCC1)C1=CC=CO1
DTXSID7057737,CCCC(=O)NC1=CC(C(C)=O)=C(O)C=C1
DTXSID7057739,COC(=O)C1=C(OC)C=C(NC(C)=O)C=C1
DTXSID7057781,CC(=C)C(=O)OCC(O)CO
DTXSID7057785,CCOC(=O)CN1CCCC1=O
DTXSID7057783,CCCC(CCC)(C(=O)OCC)C(=O)OCC
DTXSID7057787,CCS(=O)(=O)C1=CC=C(OC)C(=C1)C(=O)OC
DTXSID7057789,CCC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O
DTXSID7057810,CCCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1
DTXSID7057812,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1
DTXSID7057816,COC1=CC=C2N=C(NC2=C1)SCC1=NC=C(C)C(OC)=C1C
DTXSID7057814,
DTXSID7059933,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F
DTXSID7057818,C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
DTXSID7060332,FC(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CS1
DTXSID7061982,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID7064235,[O-][N+](=O)C1=CC=C2NC(S)=NC2=C1
DTXSID7074616,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C
DTXSID70746660,
DTXSID70858873,
DTXSID70858878,
DTXSID70858893,
DTXSID70858914,
DTXSID70858898,
DTXSID70858919,
DTXSID70870515,FC(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)F
DTXSID70872711,
DTXSID70872716,
DTXSID70872731,
DTXSID70872736,
DTXSID70872751,
DTXSID70872756,
DTXSID70880073,
DTXSID70880134,CC(O)C(F)(F)C(F)(F)F
DTXSID70880215,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID70880230,FC(F)C(F)(F)COCC1CO1
DTXSID70892111,
DTXSID70892116,
DTXSID70903832,
DTXSID70903837,
DTXSID70903852,
DTXSID70903857,
DTXSID70903872,
DTXSID70903877,
DTXSID70903892,
DTXSID80110050,
DTXSID801339553,
DTXSID801336159,
DTXSID801351787,
DTXSID801351799,
DTXSID801351806,
DTXSID80195822,CC1CCC(CC1)C(O)=O
DTXSID80198757,COC1=C(O)C=CN=C1
DTXSID8020040,[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl
DTXSID8020090,NC1=CC=CC=C1
DTXSID8020044,OCC=C
DTXSID8020092,Cl.COC1=C(N)C=CC=C1
DTXSID8020094,NC1=C(C=CC=C1)C(O)=O
DTXSID8020121,[Na+].[N-]=[N+]=[N-]
DTXSID8020123,C1=CC=C(C=C1)N=NC1=CC=CC=C1
DTXSID8020127,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
DTXSID8020129,O=C1CC(=O)NC(=O)N1
DTXSID8020173,ClCOCCl
DTXSID8020175,ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1
DTXSID8020179,CC(O)CNCC(C)O
DTXSID8020200,OCCBr
DTXSID8020202,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
DTXSID8020206,CCCCCl
DTXSID8020250,ClC(Cl)(Cl)Cl
DTXSID8020252,CCC(Br)(CC)C(=O)NC(N)=O
DTXSID8020256,CC(=C)[C@H]1CC=C(C)C(=O)C1
DTXSID8020331,CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O
DTXSID8020337,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID8020381,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID8020383,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC=C1)C2
DTXSID8020410,O1C2=CC=CC=C2OC2=C1C=CC=C2
DTXSID8020462,OCCOCCO
DTXSID8020464,CCOC(=O)\C=C/C(=O)OCC
DTXSID8020466,CCNC(=S)NCC
DTXSID8020468,O=CNNC=O
DTXSID8020541,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID8020543,[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
DTXSID8020545,NC(=S)NNC(N)=S
DTXSID8020591,CCOC(=O)C1OC1(C)C1=CC=CC=C1
DTXSID8020597,OCCO
DTXSID8020593,CCN(N=O)C(N)=O
DTXSID8020620,COP(=S)(OC)OC1=CC(C)=C(SC)C=C1
DTXSID8020622,[Cl-].[Cl-].[Cl-].[Fe+3]
DTXSID8020624,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S
DTXSID8020626,CC(O)=O.FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
DTXSID8020628,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
DTXSID8020674,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
DTXSID8020678,[H][C@]12C3=CC(O)=C(O)C=C3C[C@@]1(O)COC1=C2C=CC(O)=C1O
DTXSID8020707,NNC1=NC(=CS1)C1=CC=CC=C1
DTXSID8020703,NN.OS(O)(=O)=O
DTXSID8020709,Cl.NNC1=CC=C(C=C1)C(O)=O
DTXSID8020753,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DTXSID8020757,OC(=O)C1=CC=NC=C1
DTXSID8020755,NNC(=O)C1=CC=NC=C1
DTXSID8020759,CC1=CC(=O)CC(C)(C)C1
DTXSID8020830,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
DTXSID8020911,CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O
DTXSID8020886,Cl.COC(=O)C(C1CCCCN1)C1=CC=CC=C1
DTXSID8020838,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC(C)=C1
DTXSID8020880,CN(CCCC(O)C1=CC=CN=C1)N=O
DTXSID8020834,COC(N)=O
DTXSID8020913,C1=CC2=CC=CC=C2C=C1
DTXSID8020915,OC(=O)CC1=C2C=CC=CC2=CC=C1
DTXSID8020888,CC1=CC=CC2=CC=CN=C12
DTXSID8020919,NC(=S)NC1=C2C=CC=CC2=CC=C1
DTXSID8020917,Cl.Cl.NCCNC1=C2C=CC=CC2=CC=C1
