aeid,assay_name
1625,CLD_SULT2A_6hr
1626,CLD_UGT1A1_6hr
1358,ATG_NOR1_TRANS2
1359,ATG_TR4_TRANS2
1360,ATG_DAX1_TRANS2
1361,ATG_Rev_ERB_B_TRANS2
1362,ATG_RORa_TRANS2
1363,ATG_PR_TRANS2
1364,ATG_RXRg_TRANS2
1365,ATG_SF_1_TRANS2
1627,CLD_ABCB1_24hr
1628,CLD_ABCB11_24hr
1629,CLD_ABCG2_24hr
1630,CLD_ACTIN_24hr
1631,CLD_CYP1A1_24hr
1632,CLD_CYP1A2_24hr
1633,CLD_CYP2B6_24hr
1634,CLD_CYP2C19_24hr
1635,CLD_CYP2C9_24hr
1636,CLD_CYP3A4_24hr
1637,CLD_GAPDH_24hr
1638,CLD_GSTA2_24hr
1639,CLD_HMGCS2_24hr
1640,CLD_SLCO1B1_24hr
1641,CLD_SULT2A_24hr
1642,CLD_UGT1A1_24hr
1643,CLD_ABCB1_48hr
1366,ATG_SHP_TRANS2
1367,ATG_ERb_TRANS2
1368,ATG_TLX_TRANS2
1369,ATG_THRb_TRANS2
1370,ATG_EAR2_TRANS2
1371,ATG_TR2_TRANS2
1372,Tanguay_ZF_120hpf_MORT_legacy
1373,Tanguay_ZF_120hpf_YSE_legacy
1374,Tanguay_ZF_120hpf_AXIS_legacy
1375,Tanguay_ZF_120hpf_EYE_legacy
1376,Tanguay_ZF_120hpf_SNOU_legacy
1377,Tanguay_ZF_120hpf_JAW_legacy
1378,Tanguay_ZF_120hpf_OTIC_legacy
1379,Tanguay_ZF_120hpf_PE_legacy
1380,Tanguay_ZF_120hpf_BRAI_legacy
1381,Tanguay_ZF_120hpf_SOMI_legacy
1382,Tanguay_ZF_120hpf_PFIN_legacy
1383,Tanguay_ZF_120hpf_CFIN_legacy
1384,Tanguay_ZF_120hpf_PIG_legacy
1385,Tanguay_ZF_120hpf_CIRC_legacy
1386,Tanguay_ZF_120hpf_TRUN_legacy
1387,Tanguay_ZF_120hpf_SWIM_legacy
1388,Tanguay_ZF_120hpf_NC_legacy
1389,Tanguay_ZF_120hpf_TR_legacy
1390,LTEA_HepaRG_SLC22A6
1644,CLD_ABCB11_48hr
1645,CLD_ABCG2_48hr
1646,CLD_ACTIN_48hr
1647,CLD_CYP1A1_48hr
1648,CLD_CYP1A2_48hr
1649,CLD_CYP2B6_48hr
1650,CLD_CYP2C19_48hr
1651,CLD_CYP2C9_48hr
1652,CLD_CYP3A4_48hr
1653,CLD_GAPDH_48hr
1654,CLD_GSTA2_48hr
1655,CLD_HMGCS2_48hr
1656,CLD_SLCO1B1_48hr
1657,CLD_SULT2A_48hr
1658,CLD_UGT1A1_48hr
1659,TOX21_RAR_LUC_Agonist
1660,TOX21_RAR_LUC_Agonist_viability
1661,TOX21_RORg_LUC_CHO_Antagonist
1662,TOX21_RORg_LUC_CHO_Antagonist_viability
1664,CEETOX_H295R_MTT_cell_viability
1682,STM_H9_CystineISnorm_perc
1688,STM_H9_OrnithineISnorm_perc
1690,STM_H9_OrnCyssISnorm_ratio
1744,NVS_ENZ_hPPP3CA
1746,ATG_GPCR_ADORA2A_TRANS
1748,ATG_GPCR_ADORA2B_TRANS
1750,ATG_GPCR_ADRA1A_TRANS
1752,ATG_GPCR_ADRA2B_TRANS
1754,ATG_GPCR_ADRB2_TRANS
1756,ATG_GPCR_ADRB3_TRANS
1758,ATG_GPCR_CHRM3_TRANS
1778,ATG_GPCR_HRH1_TRANS
1780,ATG_GPCR_HTR6_TRANS
1782,ATG_GPCR_HTR7_TRANS
1784,ATG_GPCR_LPAR4_TRANS
1786,ATG_GPCR_MC1R_TRANS
1788,ATG_GPCR_MC2R_TRANS
1790,ATG_GPCR_MC3R_TRANS
1792,ATG_GPCR_MC4R_TRANS
1760,ATG_GPCR_DRD1_TRANS
1762,ATG_GPCR_DRD5_TRANS
1764,ATG_GPCR_EDNRA_TRANS
1766,ATG_GPCR_GCGR_TRANS
1768,ATG_GPCR_GPBAR1_TRANS
1770,ATG_GPCR_GPR40_TRANS
1772,ATG_GPCR_GQ_TRANS
1774,ATG_GPCR_GS1_TRANS
1794,ATG_GPCR_PTGDR_TRANS
1796,ATG_GPCR_PTGIR_TRANS
1797,Tanguay_ZF_120hpf_ActivityScore_legacy
1816,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881
1817,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability
1818,TOX21_RXR_BLA_Agonist_ch1
1819,TOX21_RXR_BLA_Agonist_ch2
1820,TOX21_RXR_BLA_Agonist_ratio
1776,ATG_GPCR_GS_TRANS
1821,TOX21_RXR_BLA_Agonist_viability
1822,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide
1823,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability
1824,CCTE_Simmons_GUA_TPO
1825,ArunA_CellTiter_hNP
1826,ArunA_CellTiter_hNC
1827,ArunA_Migration_hNP
1829,ArunA_Migration_hNC
1831,ArunA_NOG_NucleusCount
1833,ArunA_NOG_NeuriteLength
1835,ArunA_NOG_NeuritesPerNeuron
1838,ArunA_NOG_BranchPointsPerNeurite
1839,TOX21_RAR_LUC_Antagonist
1840,TOX21_RAR_LUC_Antagonist_viability
1841,TOX21_H2AX_HTRF_CHO_Agonist_ch1
1842,TOX21_H2AX_HTRF_CHO_Agonist_ch2
1843,TOX21_H2AX_HTRF_CHO_Agonist_ratio
1844,TOX21_AP1_BLA_Agonist_ch1
1845,TOX21_AP1_BLA_Agonist_ch2
1846,TOX21_AP1_BLA_Agonist_ratio
1847,TOX21_AP1_BLA_Agonist_viability
1848,CCTE_Simmons_QuantiLum_inhib_2
1850,ACEA_AR_agonist_AUC_viability
1852,ACEA_ER_AUC_viability
1854,TOX21_MMP_ratio
1855,ACEA_AR_agonist_80hr
1856,ACEA_AR_antagonist_80hr
1857,ACEA_AR_antagonist_AUC_viability
1858,STM_H9_NormalizedViability
1913,ATG_chAR_XSP1
1915,ATG_frAR_XSP1
1917,ATG_hAR_XSP1
1919,ATG_trAR_XSP1
1921,ATG_zfAR_XSP1
1923,ATG_frER1_XSP1
1925,ATG_zfER1_XSP1
1927,ATG_zfER2a_XSP1
1929,ATG_zfER2b_XSP1
1931,ATG_frER2_XSP1
1933,ATG_chERa_XSP1
1935,ATG_hERa_XSP1
1937,ATG_trERa_XSP1
1939,ATG_hERb_XSP1
1941,ATG_GAL4_XSP1
1943,ATG_M_06_XSP1
1983,ATG_zfER1_XSP2
1985,ATG_chERa_XSP2
1987,ATG_zfER2a_XSP2
1989,ATG_hAR_XSP2
1991,ATG_chAR_XSP2
1993,ATG_frER1_XSP2
1995,ATG_frAR_XSP2
1945,ATG_M_19_XSP1
1947,ATG_M_32_XSP1
1949,ATG_M_61_XSP1
1951,ATG_hPPARg_XSP1
1953,ATG_mPPARg_XSP1
1955,ATG_zfPPARg_XSP1
1957,ATG_mPXR_XSP1
1959,ATG_frTRa_XSP1
1997,ATG_zfAR_XSP2
1999,ATG_zfER2b_XSP2
2001,ATG_hERa_XSP2
2003,ATG_M_19_XSP2
2005,ATG_M_32_XSP2
2007,ATG_frER2_XSP2
2009,ATG_mPPARg_XSP2
2011,ATG_zfPPARg_XSP2
1961,ATG_hTRa_XSP1
1963,ATG_trTRa_XSP1
1965,ATG_zfTRa_XSP1
1967,ATG_hTRb_XSP1
1969,ATG_zfTRb_XSP1
1971,ATG_XTT_Cytotoxicity_XSP1
1973,ATG_M_06_XSP2
1975,ATG_trERa_XSP2
2013,ATG_hPPARg_XSP2
2015,ATG_mPXR_XSP2
2017,ATG_trTRa_XSP2
2019,ATG_zfTRa_XSP2
2021,ATG_zfTRb_XSP2
2023,ATG_M_61_XSP2
2025,ATG_frTRa_XSP2
2027,ATG_hTRa_XSP2
1977,ATG_hERb_XSP2
1979,ATG_trAR_XSP2
1981,ATG_GAL4_XSP2
2029,ATG_hTRb_XSP2
2031,ATG_XTT_Cytotoxicity_XSP2
2037,CPHEA_Stoker_NIS_Inhibition_RAIU
2038,TOX21_TSHR_HTRF_Agonist_ch1
2039,TOX21_TSHR_HTRF_Agonist_ch2
2040,TOX21_TSHR_HTRF_Agonist_ratio
2041,TOX21_TSHR_HTRF_Antagonist_ch1
2042,TOX21_TSHR_HTRF_Antagonist_ch2
2043,TOX21_TSHR_HTRF_Antagonist_ratio
2044,TOX21_TSHR_wt_HTRF_Agonist_ch1
2045,TOX21_TSHR_wt_HTRF_Agonist_ch2
2046,TOX21_TSHR_wt_HTRF_Agonist_ratio
2047,TOX21_CAR_LUC_Agonist
2048,TOX21_CAR_LUC_Agonist_viability
2049,TOX21_CAR_LUC_Antagonist
2050,TOX21_CAR_LUC_Antagonist_viability
2053,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2
2054,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability
2055,TOX21_ERR_LUC_Agonist
2057,TOX21_ERR_LUC_Antagonist
2059,TOX21_ERR_LUC_viability
2060,TOX21_H2AX_HTRF_CHO_viability
2061,TOX21_HDAC_LUC_Antagonist
2062,TOX21_HDAC_LUC_Antagonist_viability
2063,TOX21_HRE_BLA_Agonist_ch1
2064,TOX21_HRE_BLA_Agonist_ch2
2065,TOX21_HRE_BLA_Agonist_ratio
2066,TOX21_HRE_BLA_Agonist_viability
2067,TOX21_LUC_Biochem
2068,TOX21_PGC_ERR_LUC_Agonist
2070,TOX21_PGC_ERR_LUC_Antagonist
2072,TOX21_PGC_ERR_LUC_viability
2074,TOX21_RT_HEK293_FLO_00hr_viability
2075,TOX21_RT_HEK293_FLO_08hr_viability
2077,TOX21_RT_HEK293_FLO_16hr_viability
2217,TOX21_PR_BLA_Followup_Antagonist_ch2
2218,TOX21_PR_BLA_Followup_Agonist_ratio
2219,TOX21_PR_BLA_Followup_Antagonist_ratio
2220,TOX21_PR_BLA_Followup_Agonist_viability
2221,TOX21_PR_BLA_Followup_Antagonist_viability
2222,TOX21_PR_LUC_Followup_Agonist
2223,TOX21_PR_LUC_Followup_Antagonist
2224,TOX21_PR_LUC_Followup_Agonist_viability
2225,TOX21_PR_LUC_Followup_Antagonist_viability
2108,TOX21_SHH_3T3_GLI3_LUC_Antagonist
2109,TOX21_SHH_3T3_GLI3_LUC_Antagonist_viability
2110,CPHEA_Stoker_NIS_Cytotoxicity
2112,TOX21_AChE_Fluor_Antagonist
2113,TOX21_ERb_BLA_Agonist_ch1
2114,TOX21_ERb_BLA_Agonist_ch2
2115,TOX21_ERb_BLA_Agonist_ratio
2116,TOX21_ERb_BLA_Agonist_viability
2078,TOX21_RT_HEK293_FLO_24hr_viability
2080,TOX21_RT_HEK293_FLO_32hr_viability
2082,TOX21_RT_HEK293_FLO_40hr_viability
2084,TOX21_RT_HEK293_GLO_00hr_viability
2086,TOX21_RT_HEK293_GLO_08hr_viability
2088,TOX21_RT_HEK293_GLO_16hr_viability
2089,TOX21_RT_HEK293_GLO_24hr_viability
2091,TOX21_RT_HEK293_GLO_32hr_viability
2093,TOX21_RT_HEK293_GLO_40hr_viability
2094,TOX21_RT_HEPG2_FLO_00hr_viability
2095,TOX21_RT_HEPG2_FLO_08hr_viability
2096,TOX21_RT_HEPG2_FLO_16hr_viability
2226,TOX21_TR_LUC_GH3_Agonist_Followup
2227,TOX21_TR_LUC_GH3_Antagonist_Followup
2228,TOX21_TRA_COA_Agonist_Followup_ch1
2229,TOX21_TRA_COA_Agonist_Followup_ch2
2230,TOX21_TRA_COA_Agonist_Followup_ratio
2231,TOX21_TRA_COA_Antagonist_Followup_ch1
2232,TOX21_TRA_COA_Antagonist_Followup_ch2
2233,TOX21_TRA_COA_Antagonist_Followup_ratio
2234,TOX21_TRB_BLA_Agonist_Followup_ch1
2235,TOX21_TRB_BLA_Agonist_Followup_ch2
2236,TOX21_TRB_BLA_Agonist_Followup_ratio
2237,TOX21_TRB_BLA_Agonist_Followup_viability
2238,TOX21_TRB_BLA_Antagonist_Followup_ch1
2239,TOX21_TRB_BLA_Antagonist_Followup_ch2
2240,TOX21_TRB_BLA_Antagonist_Followup_ratio
2241,TOX21_TRB_BLA_Antagonist_Followup_viability
2117,TOX21_ERb_BLA_Antagonist_ch1
2118,TOX21_ERb_BLA_Antagonist_ch2
2119,TOX21_ERb_BLA_Antagonist_ratio
2120,TOX21_ERb_BLA_Antagonist_viability
2121,TOX21_PR_BLA_Agonist_ch1
2122,TOX21_PR_BLA_Agonist_ch2
2123,TOX21_PR_BLA_Agonist_ratio
2124,TOX21_PR_BLA_Agonist_viability
2125,TOX21_PR_BLA_Antagonist_ch1
2126,TOX21_PR_BLA_Antagonist_ch2
2127,TOX21_PR_BLA_Antagonist_ratio
2128,TOX21_PR_BLA_Antagonist_viability
2097,TOX21_RT_HEPG2_FLO_24hr_viability
2098,TOX21_RT_HEPG2_FLO_32hr_viability
2099,TOX21_RT_HEPG2_FLO_40hr_viability
2100,TOX21_RT_HEPG2_GLO_00hr_viability
2101,TOX21_RT_HEPG2_GLO_08hr_viability
2102,TOX21_RT_HEPG2_GLO_16hr_viability
2103,TOX21_RT_HEPG2_GLO_32hr_viability
2105,TOX21_RT_HEPG2_GLO_40hr_viability
2242,TOX21_TRB_COA_Agonist_Followup_ch1
2243,TOX21_TRB_COA_Agonist_Followup_ch2
2244,TOX21_TRB_COA_Agonist_Followup_ratio
2245,TOX21_TRB_COA_Antagonist_Followup_ch1
2246,TOX21_TRB_COA_Antagonist_Followup_ch2
2247,TOX21_TRB_COA_Antagonist_Followup_ratio
2251,TOX21_TR_RXR_BLA_Agonist_Followup_ch1
2252,TOX21_TR_RXR_BLA_Agonist_Followup_ch2
2106,TOX21_SHH_3T3_GLI3_LUC_Agonist
2107,TOX21_SHH_3T3_GLI3_LUC_Agonist_viability
2130,TOX21_DT40_100_LUC
2131,TOX21_DT40_657_LUC
2143,CEETOX_H295R_11DCORT_noMTC
2145,CEETOX_H295R_OHPREG_noMTC
2253,TOX21_TR_RXR_BLA_Agonist_Followup_ratio
2254,TOX21_TR_RXR_BLA_Agonist_Followup_viability
2255,TOX21_TR_RXR_BLA_Antagonist_Followup_ch1
2256,TOX21_TR_RXR_BLA_Antagonist_Followup_ch2
2257,TOX21_TR_RXR_BLA_Antagonist_Followup_ratio
2258,TOX21_TR_RXR_BLA_Antagonist_Followup_viability
2277,NVS_ENZ_hPDE1A1
2147,CEETOX_H295R_OHPROG_noMTC
2149,CEETOX_H295R_ANDR_noMTC
2151,CEETOX_H295R_CORTIC_noMTC
2153,CEETOX_H295R_CORTISOL_noMTC
2157,CEETOX_H295R_DOC_noMTC
2159,CEETOX_H295R_ESTRADIOL_noMTC
2161,CEETOX_H295R_ESTRONE_noMTC
2165,CEETOX_H295R_PROG_noMTC
2167,CEETOX_H295R_TESTO_noMTC
2210,TOX21_AChE_Colorimetric_Antagonist
2211,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780
2212,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability
2213,TOX21_RT_HEPG2_GLO_24hr_viability
2214,TOX21_PR_BLA_Followup_Agonist_ch1
2215,TOX21_PR_BLA_Followup_Antagonist_ch1
2216,TOX21_PR_BLA_Followup_Agonist_ch2
2390,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist
2391,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist
2442,CCTE_Simmons_MITO_basal_resp_rate
2444,CCTE_Simmons_MITO_max_resp_rate
2446,CCTE_Simmons_MITO_inhib_resp_rate
2450,CCTE_Simmons_MITO_viability
2451,CCTE_Harrill_HTTr_Viability_MCF7
2452,CCTE_Harrill_HTTr_Apoptosis_MCF7
2453,CCTE_Harrill_HTTr_CellCount_MCF7
2454,CCTE_Shafer_MEA_acute_spike_number
2456,CCTE_Shafer_MEA_acute_firing_rate_mean
2458,CCTE_Shafer_MEA_acute_burst_number
2460,CCTE_Shafer_MEA_acute_burst_duration_mean
2462,CCTE_Shafer_MEA_acute_per_burst_spike_number_mean
2464,CCTE_Shafer_MEA_acute_interburst_interval_mean
2466,CCTE_Shafer_MEA_acute_burst_percentage_mean
2468,CCTE_Shafer_MEA_acute_burst_percentage_std
2470,CCTE_Shafer_MEA_acute_per_network_burst_spike_number_mean
2472,CCTE_Shafer_MEA_acute_per_network_burst_spike_number_std
2474,CCTE_Shafer_MEA_acute_per_network_burst_electrodes_number_mean
2476,CCTE_Shafer_MEA_acute_network_burst_percentage
2478,CCTE_Shafer_MEA_acute_cross_correlation_area
2480,CCTE_Shafer_MEA_acute_cross_correlation_HWHM
2482,CCTE_Shafer_MEA_acute_synchrony_index
2484,CCTE_Deisenroth_AIME_96WELL_LUC_Active
2485,CCTE_Deisenroth_AIME_96WELL_CTox_Active
2486,CCTE_Deisenroth_AIME_96WELL_LUC_Inactive
2487,CCTE_Deisenroth_AIME_96WELL_CTox_Inactive
2488,CCTE_Deisenroth_AIME_384WELL_LUC_Active
2489,CCTE_Deisenroth_AIME_384WELL_CTox_Active
2279,NVS_ENZ_hPDE1B1
2281,NVS_ENZ_hPDE2A
2283,NVS_ENZ_hPDE3A
2285,NVS_ENZ_hPDE4B1
2287,NVS_ENZ_hPDE4C1
2289,NVS_ENZ_hPDE4D3
2490,CCTE_Deisenroth_AIME_384WELL_LUC_Inactive
2491,CCTE_Deisenroth_AIME_384WELL_CTox_Inactive
2492,CCTE_Deisenroth_AIME_384WELL_LUC_Shift
2494,CCTE_Shafer_MEA_dev_firing_rate_mean
2496,CCTE_Shafer_MEA_dev_burst_rate
2498,CCTE_Shafer_MEA_dev_active_electrodes_number
2500,CCTE_Shafer_MEA_dev_bursting_electrodes_number
2502,CCTE_Shafer_MEA_dev_per_burst_interspike_interval
2504,CCTE_Shafer_MEA_dev_per_burst_spike_percent
2506,CCTE_Shafer_MEA_dev_burst_duration_mean
2291,NVS_ENZ_hPDE7A
2293,NVS_ENZ_hPDE8A1
2295,NVS_ENZ_hPDE9A2
2297,CCTE_Harrill_HTTr_Viability_DMEM_6hr
2298,CCTE_Harrill_HTTr_Viability_DMEM_12hr
2299,CCTE_Harrill_HTTr_Viability_DMEM_24hr
2300,CCTE_Harrill_HTTr_Viability_PRF_DMEM_6hr
2301,CCTE_Harrill_HTTr_Viability_PRF_DMEM_12hr
2302,CCTE_Harrill_HTTr_Viability_PRF_DMEM_24hr
2303,CCTE_Harrill_HTTr_Apoptosis_DMEM_6hr
2304,CCTE_Harrill_HTTr_Apoptosis_DMEM_12hr
2305,CCTE_Harrill_HTTr_Apoptosis_DMEM_24hr
2306,CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_6hr
2307,CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_12hr
2308,CCTE_Harrill_HTTr_Apoptosis_PRF_DMEM_24hr
2309,CCTE_GLTED_hDIO1
2508,CCTE_Shafer_MEA_dev_interburst_interval_mean
2510,CCTE_Shafer_MEA_dev_network_spike_number
2512,CCTE_Shafer_MEA_dev_network_spike_peak
2514,CCTE_Shafer_MEA_dev_spike_duration_mean
2516,CCTE_Shafer_MEA_dev_network_spike_duration_std
2518,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean
2520,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean
2522,CCTE_Shafer_MEA_dev_per_network_spike_spike_percent
2362,TOX21_PXR_LUC_Agonist_viability
2363,TOX21_PXR_LUC_Agonist
2364,TOX21_TRHR_HEK293_Agonist
2365,TOX21_TRHR_HEK293_Antagonist
2366,TOX21_CASP3_HEPG2
2367,TOX21_CASP3_HEPG2_viability
2368,TOX21_CASP3_CHO
2369,TOX21_CASP3_CHO_viability
2524,CCTE_Shafer_MEA_dev_correlation_coefficient_mean
2526,CCTE_Shafer_MEA_dev_mutual_information_norm
2529,CCTE_Shafer_MEA_dev_LDH
2530,CCTE_Shafer_MEA_dev_AB
2370,TOX21_SBE_BLA_Antagonist_ch1
2371,TOX21_SBE_BLA_Antagonist_ch2
2372,TOX21_SBE_BLA_Antagonist_ratio
2373,TOX21_SBE_BLA_Antagonist_viability
2374,TOX21_SBE_BLA_Agonist_ch1
2375,TOX21_SBE_BLA_Agonist_ch2
2376,TOX21_SBE_BLA_Agonist_ratio
2377,TOX21_SBE_BLA_Agonist_viability
2386,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist
2387,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist
2532,CCTE_GLTED_hDIO2
2533,CCTE_GLTED_hDIO3
2540,CCTE_Shafer_MEA_acute_LDH
2541,CCTE_Shafer_MEA_acute_AB
2542,TOX21_MSTI_p2_activity_n
2543,TOX21_MSTI_p2_activity
2544,TOX21_p450_CYP3A4_Antagonist
2545,UKN5_HCS_SBAD2_neurite_outgrowth
2547,UKN5_HCS_SBAD2_cell_viability
2549,ERF_FR_ADME_hCYP2A6
2550,ERF_FR_ADME_hCYP2B6
2551,ERF_FR_ADME_hCYP2C19_CEC
2552,ERF_FR_ADME_hCYP2C19_Omeprazole
2553,ERF_FR_ADME_hCYP2C8
2554,ERF_FR_ADME_hCYP2C9
2555,ERF_FR_ADME_hCYP2E1
2556,ERF_FR_ADME_hCYP3A4
2557,ERF_TW_ENZ_bPDE1
2558,ERF_FR_ENZ_hABL1
2559,ERF_FR_ENZ_hAKT2
2560,ERF_FR_ENZ_hAKT3
2561,ERF_FR_ENZ_hAURKA
2562,ERF_TW_ENZ_hBTK
2563,ERF_FR_ENZ_hCDK2
2564,ERF_TW_ENZ_hCHK1
2566,ERF_FR_ENZ_hCSF1R
2567,ERF_TW_ENZ_hCSNK1A1
2568,ERF_TW_ENZ_hCSNK1D
2569,ERF_TW_ENZ_hCSNK2A1
2570,ERF_TW_ENZ_hCYP19A1
2571,ERF_FR_ENZ_hDUSP3
2572,ERF_FR_ENZ_hDYRK1A
2573,ERF_FR_ENZ_hEGFR
2574,ERF_FR_ENZ_hELANE
2575,ERF_FR_ENZ_hEPHA1
2576,ERF_FR_ENZ_hEPHA2
2577,ERF_FR_ENZ_hEPHB2
2578,ERF_FR_ENZ_hFGFR1
2579,ERF_FR_ENZ_hFGFR3
2580,ERF_FR_ENZ_hFLT1
2581,ERF_FR_ENZ_hFLT4
2582,ERF_FR_ENZ_hFYN
2583,ERF_FR_ENZ_hGSK3b
2584,ERF_FR_ENZ_hHDAC6
2585,ERF_FR_ENZ_hIRAK4
2586,ERF_FR_ENZ_hJAK2
2587,ERF_FR_ENZ_hKDR
2588,ERF_FR_ENZ_hLCK
2589,ERF_FR_ENZ_hLYN
2590,ERF_FR_ENZ_hMAOA
2591,ERF_FR_ENZ_hMAOB
2592,ERF_FR_ENZ_hMAPK1
2593,ERF_KP_ENZ_hMAPK11
2594,ERF_FR_ENZ_hMAPKAPK2
2595,ERF_TW_ENZ_hMAPKAPK5
2596,ERF_FR_ENZ_hMARK1
2597,ERF_FR_ENZ_hMET
2598,ERF_FR_ENZ_hMMP3
2599,ERF_FR_ENZ_hMMP9
2600,ERF_FR_ENZ_hMSK1
2601,ERF_FR_ENZ_hNEK2
2602,ERF_FR_ENZ_hNTRK1
2603,ERF_FR_ENZ_hPAK4
2604,ERF_FR_ENZ_hPDE10A
2605,ERF_FR_ENZ_hPDE4A
2606,ERF_TW_ENZ_hPDE4D2
2607,ERF_KP_ENZ_hPKD2
2608,ERF_KP_ENZ_hPRKAA1
2609,ERF_TW_ENZ_hPRKACA
2610,ERF_TW_ENZ_hPRKCZ
2611,ERF_TW_ENZ_hPTEN
2612,ERF_FR_ENZ_hPTGS2
2613,ERF_FR_ENZ_hPTPN11
2614,ERF_FR_ENZ_hPTPRB
2615,ERF_TW_ENZ_hPTPRF
2617,ERF_FR_ENZ_hRAF1
2618,ERF_FR_ENZ_hROCK1
2619,ERF_FR_ENZ_hSGK1
2620,ERF_FR_ENZ_hSIRT3
2621,ERF_FR_ENZ_hSRC
2622,ERF_FR_ENZ_hSYK
2623,ERF_FR_ENZ_hZAP70
2624,ERF_FR_ENZ_rACFSK_Agonist
2625,ERF_FR_ENZ_rACFSK_Antagonist
2626,ERF_TW_GPCR_binding_g5HT4
2627,ERF_TW_GPCR_binding_gANPA
2628,ERF_FR_GPCR_binding_hADORA1
2629,ERF_FR_GPCR_binding_hADORA2A
2630,ERF_FR_GPCR_binding_hADRA1A
2631,ERF_TW_GPCR_binding_hADRA2A
2632,ERF_TW_GPCR_binding_hADRA2C
2633,ERF_TW_GPCR_binding_hADRB1
2634,ERF_FR_GPCR_binding_hADRB2
2635,ERF_TW_GPCR_binding_hADRB3
2636,ERF_TW_GPCR_binding_hAGTR1
2637,ERF_TW_GPCR_binding_hAGTR2
2638,ERF_FR_GPCR_binding_hAVPR1A
2639,ERF_FR_GPCR_binding_hBDKRB2
2640,ERF_TW_GPCR_binding_hCCKAR
2641,ERF_FR_GPCR_binding_hCCKBR
2642,ERF_FR_GPCR_binding_hCHRM1
2643,ERF_FR_GPCR_binding_hCHRM2
2644,ERF_FR_GPCR_binding_hCHRM3
2645,ERF_FR_GPCR_binding_hCHRM4
2646,ERF_FR_GPCR_binding_hCHRM5
2647,ERF_FR_GPCR_binding_hCYSLTR1
2648,ERF_FR_GPCR_binding_hDRD1
2649,ERF_FR_GPCR_binding_hDRD2
2690,ERF_TW_NR_binding_rI2
2691,ERF_TW_TR_binding_hSLC35B3
2692,ERF_FR_TR_binding_hSLC6A2
2693,ERF_FR_TR_binding_hSLC6A3
2694,ERF_FR_TR_binding_hSLC6A4
2695,ERF_TW_TR_binding_rSLC18A2
2696,ERF_TW_TR_binding_rTSPO
2697,UKN2_HCS_IMR90_neural_migration
2699,UKN2_HCS_IMR90_cell_viability
2701,UKN4_HCS_LUHMES_neurite_outgrowth
2703,UKN4_HCS_LUHMES_cell_viability
2705,ERF_TW_NR_binding_hPPARG
2731,TAMU_HCS_1.5hr_SingleDonor1434_Cytotoxicity
2760,TAMU_PeakParms_SingleDonor1434_QT
2767,TAMU_PeakParms_SingleDonor1434_Chronotropy
2771,IUF_NPC1b_proliferation_BrdU_72hr
2773,IUF_NPC1a_proliferation_area_72hr
2775,IUF_NPC1_viability_72hr
2776,ERF_TW_NR_COA_hFXR_Agonist
2777,CCTE_Mundy_HCI_Cortical_NOG_BPCount
2778,CCTE_Mundy_HCI_Cortical_NOG_NeuriteCount
2779,CCTE_Mundy_HCI_Cortical_NOG_NeuriteLength
2780,CCTE_Mundy_HCI_Cortical_NOG_NeuronCount
2781,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_BPCount
2782,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_CellBodySpotCount
2783,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_NeuriteCount
2784,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_NeuriteLength
2785,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_NeuriteSpotCountPerNeuriteLength
2786,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_NeuriteSpotCountPerNeuron
2787,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_NeuronCount
2788,CCTE_Mundy_HCI_Cortical_Synap_Neur_Matur_SynapseCount
2789,CCTE_Mundy_HCI_hN2_NOG_BPCount
2650,ERF_TW_GPCR_binding_hDRD4
2651,ERF_FR_GPCR_binding_hGALR1
2652,ERF_FR_GPCR_binding_hHRH1
2653,ERF_FR_GPCR_binding_hHTR1A
2654,ERF_FR_GPCR_binding_hHTR5A
2655,ERF_FR_GPCR_binding_hHTR6
2656,ERF_FR_GPCR_binding_hHTR7
2657,ERF_TW_GPCR_binding_hLTB4R
2790,CCTE_Mundy_HCI_hN2_NOG_NeuriteCount
